file_path,transcript,mfcc_features
data\BWC\BWC\wav\arctic_a0387.wav,Bob growing disgusted turned back suddenly and attempted to pass Mab,"[[-6.31497864e+02  9.87723999e+01  2.85130959e+01 ...  4.96553516e+00
   1.09198885e+01  8.28030968e+00]
 [-6.01589111e+02  1.19762192e+02  3.93215942e+01 ...  1.35236187e+01
   1.59023294e+01  6.18882561e+00]
 [-6.15538574e+02  1.15657906e+02  4.06701431e+01 ...  5.11408329e+00
   1.75038147e+01  1.72592430e+01]
 ...
 [-6.16672180e+02  1.21725914e+02  4.65416641e+01 ...  4.70149231e+00
  -2.61872387e+00  5.56128883e+00]
 [-6.16192078e+02  1.17135880e+02  5.39883041e+01 ...  1.43895602e+00
   1.01825953e-01 -2.05967283e+00]
 [-6.32280273e+02  1.14816269e+02  5.07006531e+01 ... -5.49421167e+00
   1.14263344e+01  3.29642773e+00]]"
data\BWC\BWC\wav\arctic_a0388.wav,It was my idea to a tee,"[[-584.02563     101.55574      13.480522   ...   -1.906515
    11.421268      7.933316  ]
 [-606.48157     126.70982      48.833748   ...   -2.9606118
    11.609663     13.499128  ]
 [-618.4226      121.41297      37.405304   ...   -7.066923
     2.5630007     3.9403958 ]
 ...
 [-615.14294     115.72713      30.917824   ...   -4.2253275
    -0.96012354   -0.72208226]
 [-605.6958      115.36987      34.34818    ...   -4.512134
    11.150269      9.6883135 ]
 [-606.4869      120.106155     45.875477   ...   -1.4504764
     7.5851955     9.60895   ]]"
data\BWC\BWC\wav\arctic_a0389.wav,Mab she said,"[[-565.39355     128.64484      14.225739   ...    2.7241306
     1.1923796    -6.477532  ]
 [-600.8999      124.73552      34.939865   ...   -1.4275882
     6.4671593    -7.0383544 ]
 [-611.724       127.59885      42.619865   ...    4.778746
     8.338136     -1.6920975 ]
 ...
 [-608.6605      127.89917      42.595486   ...    3.0391674
    13.217886     -0.68124294]
 [-611.34644     133.67468      54.66082    ...   -2.6241856
     3.457545      2.5896206 ]
 [-627.1613      139.86441      39.736057   ...   -2.721425
    -4.5164576    -7.9528656 ]]"
data\BWC\BWC\wav\arctic_a0390.wav,I will go over tomorrow afternoon,"[[-596.0403      111.99869      21.63499    ...   -7.336317
     0.86050063   -3.0537245 ]
 [-623.5879      115.00668      32.567722   ...    2.0833151
    -1.9368894    -5.900905  ]
 [-601.07196     133.14473      32.35446    ...   -5.2664313
   -11.392973      4.6287007 ]
 ...
 [-588.0719      104.63406      36.521584   ...   -8.782042
     2.448916      8.103336  ]
 [-591.906        97.08928      34.073547   ...    4.405167
     9.83349      16.088783  ]
 [-585.9176      107.11771      36.08847    ...   18.728533
    16.959545     18.059528  ]]"
data\BWC\BWC\wav\arctic_a0391.wav,But he reconciled himself to it by an act of faith,"[[-6.2433197e+02  1.2300772e+02  3.8849625e+01 ...  3.2839818e+00
  -7.1494293e-01  2.5790601e+00]
 [-6.0751208e+02  1.3291995e+02  4.3876957e+01 ... -4.7088776e+00
   8.8739872e+00  1.1203763e+01]
 [-6.2241620e+02  1.2180484e+02  3.8942764e+01 ...  3.8633947e+00
   6.8440399e+00 -2.0587630e+00]
 ...
 [-6.1288831e+02  1.3276080e+02  4.6063904e+01 ... -9.1595564e+00
  -2.9332328e+00 -2.7514186e+00]
 [-6.2188330e+02  1.2875354e+02  4.8813126e+01 ...  4.0845335e-01
   1.6163643e+01  1.3496698e+01]
 [-6.3337073e+02  1.1766124e+02  4.3311977e+01 ...  8.2875099e+00
   1.1147907e+01  1.2193602e+01]]"
data\BWC\BWC\wav\arctic_a0392.wav,There is that magnificent Bob eating his head off in the stable,"[[-534.41144      61.24243      -4.8765774  ...   -2.6415634
    12.566653      1.0400567 ]
 [-572.359       111.1606       43.971825   ...    0.6917511
    18.046486      8.638156  ]
 [-616.93463     112.191696     41.868416   ...    2.7149615
     0.65288246    5.050912  ]
 ...
 [-505.1257      141.27621      27.112972   ...   23.009117
    -2.7484653    19.530499  ]
 [-612.8836      111.05159      41.73243    ...   11.23518
     4.9522934    10.407399  ]
 [-612.1576      108.80071      46.691532   ...    5.0351415
     4.9501905     9.709358  ]]"
data\BWC\BWC\wav\arctic_a0393.wav,Already he had begun borrowing from the banks,"[[-569.5546     115.09017     15.029789  ...    6.5616674    9.486826
    -1.3813528]
 [-570.618      120.826706    19.367542  ...   18.306055     9.623088
     1.060496 ]
 [-598.09076    120.70355     25.941902  ...    8.004934    -3.147749
    -1.5154729]
 ...
 [-592.4588     114.58165     35.994995  ...    6.3680563   12.990141
     7.049979 ]
 [-596.7187     120.234726    43.316387  ...    1.4003773    6.02444
     6.0400877]
 [-519.40625     93.88638     24.516384  ...   -5.604456    -0.8269758
     4.377875 ]]"
data\BWC\BWC\wav\arctic_a0394.wav,It was strap hangers that will keep us from going under,"[[-602.78217     112.7798       40.092697   ...    9.600213
     3.632935     -6.1942396 ]
 [-594.30383     107.9589       42.635868   ...   11.36834
     6.7969007    -6.0222898 ]
 [-580.4888      105.693275     38.379715   ...    8.528904
     7.505792      3.9911764 ]
 ...
 [-605.3715      128.93597      44.306885   ...   -0.6962879
     8.681574      2.8458004 ]
 [-608.06134     132.92671      47.56446    ...    0.89354444
     9.041593     -7.3614535 ]
 [-617.8211       98.91402      22.051903   ...    4.629841
     2.0434337    -4.227847  ]]"
data\BWC\BWC\wav\arctic_a0395.wav,As for himself weren't the street railway earnings increasing steadily,"[[-5.35497803e+02  1.11639114e+02  8.86774921e+00 ...  6.51178074e+00
   1.44645710e+01  8.06143188e+00]
 [-6.03530396e+02  1.18717392e+02  3.39282150e+01 ... -8.48854446e+00
  -9.82649040e+00  7.60838628e-01]
 [-6.04344849e+02  1.20758957e+02  3.37676926e+01 ...  6.48233986e+00
   1.14801025e+00 -6.36764717e+00]
 ...
 [-6.10217773e+02  1.21678085e+02  4.65963821e+01 ...  4.48001480e+00
   6.69456530e+00  2.57435250e+00]
 [-6.17233215e+02  1.20047523e+02  4.11145973e+01 ...  4.66261053e+00
   1.00247536e+01  5.01217747e+00]
 [-6.25130554e+02  1.18122948e+02  5.21616364e+01 ...  3.84172380e-01
   1.18530369e+01  8.72087097e+00]]"
data\BWC\BWC\wav\arctic_a0396.wav,A rising tide of fat had submerged them,"[[-6.20358459e+02  1.17632256e+02  3.07505455e+01 ... -3.00749636e+00
   9.42610168e+00  4.29283476e+00]
 [-6.16500000e+02  1.32170471e+02  4.86869278e+01 ... -7.42846584e+00
  -3.50724149e+00 -7.48742294e+00]
 [-6.13929504e+02  1.02697632e+02  3.38829498e+01 ...  2.78411603e+00
  -4.95854282e+00 -9.77102184e+00]
 ...
 [-5.67989258e+02  1.33135147e+02  2.14821587e+01 ...  8.13715553e+00
   1.19982147e+01  6.93717623e+00]
 [-5.69811462e+02  1.27278481e+02  2.07785912e+01 ...  5.70735693e+00
   5.16406584e+00  1.62121010e+01]
 [-5.67518250e+02  1.16425644e+02  1.20957890e+01 ...  2.76288271e+00
   4.26997471e+00 -3.30023110e-01]]"
data\BWC\BWC\wav\arctic_a0397.wav,Call me that again he murmured ecstatically,"[[-6.55504089e+02  1.21714554e+02  5.42324486e+01 ... -6.55052757e+00
   2.76036692e+00  6.14874744e+00]
 [-6.20054749e+02  1.22475128e+02  5.03227844e+01 ...  9.38200188e+00
  -2.68542743e+00 -1.57996674e+01]
 [-6.16449402e+02  1.18422272e+02  4.42815590e+01 ...  1.35400915e+00
   7.68801308e+00 -2.78674030e+00]
 ...
 [-6.02091736e+02  1.32019409e+02  4.27837601e+01 ... -2.84009075e+00
  -7.06456423e-01 -1.72526932e+00]
 [-6.10373291e+02  1.25850601e+02  3.76836281e+01 ...  2.60641837e+00
  -2.51899672e+00 -8.64800835e+00]
 [-6.00848938e+02  1.20074295e+02  3.92912369e+01 ... -8.13125074e-02
   4.39285564e+00 -1.94910920e+00]]"
data\BWC\BWC\wav\arctic_a0398.wav,In the car were Unwin and Harrison while Jones sat with the chauffeur,"[[-5.23710022e+02  1.13003036e+02  8.44404125e+00 ... -4.84132481e+00
   4.09152508e+00  4.48121214e+00]
 [-6.02799561e+02  1.23255142e+02  3.81911926e+01 ...  1.83902621e-01
   8.50694180e-02 -6.88145018e+00]
 [-6.08190308e+02  1.26915436e+02  4.67564507e+01 ... -6.32505798e+00
   6.20796251e+00  3.51318479e+00]
 ...
 [-5.84513306e+02  1.25392975e+02  3.47694931e+01 ...  3.23656034e+00
   1.70779266e+01 -1.39629340e+00]
 [-5.98577332e+02  1.02884247e+02  2.37393856e+01 ... -5.99251890e+00
   1.46601498e+00 -7.83091640e+00]
 [-5.82784119e+02  1.20985107e+02  3.60735512e+01 ... -3.98568463e+00
   8.10135746e+00  5.95934820e+00]]"
data\BWC\BWC\wav\arctic_a0399.wav,And here's another idea,"[[-595.8977     102.28035     12.482548  ...   11.741434     8.804611
     2.3256989]
 [-618.82526    113.726425    44.23258   ...    6.9549627    8.569651
    10.217558 ]
 [-600.41296    124.15117     41.049194  ...   -5.1100717   -1.1651784
     8.587013 ]
 ...
 [-585.78735    140.1343      22.845055  ...   -3.7770078    3.3615968
     2.0711386]
 [-602.1023     118.4339      24.636711  ...   12.432625     8.42729
    14.67294  ]
 [-620.5827     108.76751     36.59644   ...    5.046914     7.246972
     9.154818 ]]"
data\BWC\BWC\wav\arctic_a0400.wav,Manuel had one besetting sin,"[[-600.696       111.57171      19.076008   ...   -4.247021
    -3.439546      3.0431113 ]
 [-621.9925      122.262886     48.68171    ...    5.090147
     3.9781253    -0.78048337]
 [-627.50323     126.40052      43.981834   ...   17.703281
    18.227486      0.99729145]
 ...
 [-570.1231      126.818855     28.834873   ...    0.7435893
    14.942179     12.899828  ]
 [-577.9378      111.8708       18.64093    ...    6.14994
     6.0475636    -1.445613  ]
 [-550.22797      97.1484       19.59811    ...   20.943401
    17.353004      8.484101  ]]"
data\BWC\BWC\wav\arctic_a0401.wav,The man smiled grimly and brought a hatchet and a club,"[[-5.20946777e+02  1.04817673e+02  1.83745785e+01 ...  1.83465528e+00
   7.22782803e+00 -2.94629550e+00]
 [-5.55870422e+02  9.69844589e+01  1.85519066e+01 ...  9.68928874e-01
   8.63456345e+00  6.85596848e+00]
 [-5.43039551e+02  1.05030594e+02  6.30409718e+00 ...  6.05929804e+00
   1.79102859e+01  5.06860638e+00]
 ...
 [-6.05158264e+02  1.27084518e+02  3.05039482e+01 ... -3.72148538e+00
  -7.30794001e+00 -1.17142906e+01]
 [-6.17896851e+02  1.21802177e+02  3.32942047e+01 ...  1.81462669e+01
   7.32958078e+00 -1.81604481e+01]
 [-5.32566956e+02  9.28272247e+01  2.60457077e+01 ...  8.80588770e-01
   3.71560717e+00  2.03791618e-01]]"
data\BWC\BWC\wav\arctic_a0402.wav,Curly rushed her antagonist who struck again and leaped aside,"[[-6.48199158e+02  1.22934128e+02  4.60295219e+01 ...  4.09437227e+00
   1.61771355e+01  9.82877350e+00]
 [-6.20260620e+02  1.33915863e+02  4.52314911e+01 ...  1.70292521e+00
   3.64407825e+00  9.37298107e+00]
 [-6.22783325e+02  1.12546112e+02  2.02126560e+01 ...  2.30143976e+00
   7.75683784e+00  5.25043869e+00]
 ...
 [-6.09460938e+02  1.12074883e+02  3.06702271e+01 ... -1.65190053e+00
   2.08744097e+00  5.30077457e+00]
 [-6.09487854e+02  1.03605545e+02  2.83326664e+01 ...  3.13307405e+00
   2.06365967e+01  6.42308414e-01]
 [-6.13764954e+02  1.17201248e+02  3.48670959e+01 ...  7.02803898e+00
   7.14580488e+00 -6.37068748e+00]]"
data\BWC\BWC\wav\arctic_a0403.wav,His newborn cunning gave him poise and control,"[[-5.22295471e+02  1.16592529e+02  1.26782913e+01 ... -2.64962006e+00
   5.63531041e-01 -1.72843623e+00]
 [-6.05476196e+02  1.27834068e+02  4.75160446e+01 ...  5.16587496e+00
  -5.68194509e-01 -1.76195896e+00]
 [-5.84378845e+02  1.21123749e+02  3.47405090e+01 ... -9.58257103e+00
  -6.36095905e+00  3.77857947e+00]
 ...
 [-6.08804688e+02  1.20591446e+02  4.12117310e+01 ...  3.20543337e+00
   5.52762222e+00 -8.22475719e+00]
 [-5.92169922e+02  1.36812103e+02  4.29249115e+01 ...  1.11437988e+00
   5.69705534e+00  3.84272844e-01]
 [-5.67874084e+02  1.10493774e+02  3.05786247e+01 ...  1.20774193e+01
   1.14923363e+01  5.02341604e+00]]"
data\BWC\BWC\wav\arctic_a0404.wav,Perrault found one with head buried in the grub box,"[[-635.20123      94.480965     18.261494   ...    9.359802
    12.32782       7.174877  ]
 [-621.5349      117.11951      37.048096   ...    0.83276945
     5.3584256    -2.0879915 ]
 [-630.9939      120.02203      53.015003   ...    4.435066
     2.8170729    -0.8242664 ]
 ...
 [-578.4245      100.53524      27.317371   ...   13.177132
    -1.4440964    -8.599974  ]
 [-620.4973      100.78387      20.882984   ...   -5.897998
   -13.031067    -11.509278  ]
 [-611.51984     114.09911      28.75047    ...    5.666694
     7.25902       1.981652  ]]"
data\BWC\BWC\wav\arctic_a0405.wav,It seemed the ordained order of things that dogs should work,"[[-548.1451     103.59054      6.174919  ...   -2.7010932    4.151497
    -5.2134123]
 [-622.1972     117.364944    42.173347  ...   12.230103    10.394417
    -7.966005 ]
 [-628.65814    112.190346    45.6065    ...   -7.6277742    1.8102183
     3.6515896]
 ...
 [-620.0731     116.736916    42.3292    ...   -7.1327505    3.1136618
     7.7018366]
 [-624.99243    121.64369     49.68386   ...   -5.31186     11.380051
    10.287103 ]
 [-550.681      106.31006     26.736885  ...   10.798619    10.6663685
    12.631687 ]]"
data\BWC\BWC\wav\arctic_a0406.wav,And that was the last of Francois and Perrault,"[[-4.91011017e+02  1.13152725e+02  5.98835182e+00 ... -7.96705246e+00
   3.43305922e+00 -1.99326921e+00]
 [-6.20612732e+02  1.21985939e+02  3.81818199e+01 ... -8.66230845e-01
   7.15697479e+00  2.57724714e+00]
 [-6.19657654e+02  1.18717911e+02  3.85466690e+01 ... -1.76016700e+00
  -3.70251942e+00 -5.59953356e+00]
 ...
 [-5.92013184e+02  1.14662254e+02  1.95945072e+01 ...  8.68473339e+00
   1.42090960e+01  8.55289650e+00]
 [-6.18716125e+02  1.06247856e+02  2.66025276e+01 ... -2.36702025e-01
   2.94775343e+00  1.27691717e+01]
 [-5.56742737e+02  9.94529343e+01  2.11460152e+01 ...  8.48599529e+00
   9.56297970e+00  6.46489286e+00]]"
data\BWC\BWC\wav\arctic_a0407.wav,Mercedes screamed cried laughed and manifested the chaotic abandonment of hysteria,"[[-6.10162720e+02  1.05338593e+02  9.07584095e+00 ...  2.96299505e+00
   9.72327518e+00  1.30490341e+01]
 [-6.22663635e+02  1.16168968e+02  2.78225784e+01 ...  1.23785715e+01
   6.65960312e+00  4.62256861e+00]
 [-6.19068420e+02  1.07239830e+02  2.15954208e+01 ...  1.44654989e+01
   7.47884464e+00 -2.59160137e+00]
 ...
 [-5.90178833e+02  1.35550140e+02  1.35855160e+01 ...  5.92520237e-02
   1.23459511e+01  1.03876400e+01]
 [-6.03627808e+02  1.30580994e+02  2.67256222e+01 ...  1.03312480e+00
   1.68641806e+00  6.38152313e+00]
 [-6.11376465e+02  1.20471283e+02  2.79420395e+01 ...  1.04703979e+01
   9.16857338e+00  4.65751266e+00]]"
data\BWC\BWC\wav\arctic_a0408.wav,The Eldorado emptied its occupants into the street to see the test,"[[-6.24509705e+02  1.21754745e+02  3.27981339e+01 ...  3.11012411e+00
   7.38877010e+00  1.13570242e+01]
 [-6.01035339e+02  9.56316681e+01  4.70107346e+01 ... -7.76681232e+00
   9.36420536e+00 -9.87531185e+00]
 [-5.89758789e+02  9.61517639e+01  4.98039093e+01 ... -9.69723463e-01
  -2.38806248e-01 -1.34707394e+01]
 ...
 [-5.21000732e+02  1.01025124e+02  2.14425220e+01 ... -1.20135176e+00
   6.88757229e+00  6.32526398e+00]
 [-5.65184753e+02  9.98724823e+01  4.86199713e+00 ... -2.16843796e+01
  -4.21046543e+00  1.12574425e+01]
 [-5.63927002e+02  1.04711670e+02  1.75972652e+01 ...  3.02242851e+00
   7.98648298e-01  2.43980503e+00]]"
data\BWC\BWC\wav\arctic_a0409.wav,He could feel a new stir in the land,"[[-6.3827496e+02  8.9604584e+01  2.9951254e+01 ... -6.4413805e+00
   2.2128332e+00 -4.8381453e+00]
 [-6.1945648e+02  1.1945477e+02  2.6696259e+01 ... -1.1535404e+01
   3.5851474e+00  1.8393074e+00]
 [-5.7878650e+02  9.7676468e+01  3.4181992e+01 ...  7.9905033e+00
  -1.0759796e+01 -4.7868979e-01]
 ...
 [-5.8662506e+02  1.1800450e+02  2.6185043e+01 ...  2.1900010e+00
   5.3680067e+00  2.8050690e+00]
 [-5.8891608e+02  1.3338467e+02  3.1702599e+01 ...  7.6006541e+00
   1.1287703e+01  1.0649548e+00]
 [-5.9172418e+02  1.3901834e+02  3.1369553e+01 ...  4.6830797e+00
   5.8288584e+00 -1.3115535e+00]]"
data\BWC\BWC\wav\arctic_a0410.wav,So we have to fit the boat throughout with oil lamps as well,"[[-5.16437744e+02  1.04173935e+02  3.28370667e+00 ...  4.70901394e+00
   4.13889885e+00  8.73160362e+00]
 [-5.82551514e+02  1.09632477e+02  3.53635635e+01 ...  9.68745327e+00
   1.42757778e+01  3.54660940e+00]
 [-6.03965942e+02  1.10923622e+02  3.32187805e+01 ...  5.19715452e+00
   2.22343254e+01  8.23475170e+00]
 ...
 [-5.86457336e+02  1.32221436e+02  3.76757126e+01 ... -5.81264973e+00
  -1.97550714e+00  3.85664761e-01]
 [-5.89755676e+02  1.35900696e+02  3.95262413e+01 ...  4.59711456e+00
   6.60911274e+00 -4.72716427e+00]
 [-5.82086792e+02  1.13190353e+02  1.97970943e+01 ...  7.46623135e+00
   7.88061905e+00  3.11320162e+00]]"
data\BWC\BWC\wav\arctic_a0411.wav,It will break our hearts and our backs to hoist anchor by hand,"[[-6.33084900e+02  1.08797989e+02  6.01961975e+01 ... -1.04506195e+00
  -6.19705439e-01  9.39384639e-01]
 [-6.21773315e+02  1.02267578e+02  4.87491074e+01 ...  5.43190956e+00
   1.30553656e+01  1.01671419e+01]
 [-6.00921997e+02  1.02058159e+02  2.72628746e+01 ...  1.19394035e+01
  -1.09072685e+01 -1.16086645e+01]
 ...
 [-5.42022217e+02  7.55414124e+01  2.31940308e+01 ...  8.85099411e+00
   2.02758636e+01  2.15583382e+01]
 [-6.00385498e+02  1.11868851e+02  4.40498047e+01 ...  8.40382195e+00
   1.21132956e+01  1.37697220e+01]
 [-6.05147766e+02  1.16156799e+02  4.59790192e+01 ...  2.15188408e+01
   4.79907894e+00 -3.64403725e-01]]"
data\BWC\BWC\wav\arctic_a0412.wav,There is another virtue in these bulkheads,"[[-5.66596558e+02  1.20946487e+02  2.99243393e+01 ...  1.61699963e+00
   2.50911379e+00 -1.54884112e+00]
 [-6.17245483e+02  1.17357475e+02  2.93547096e+01 ...  1.44305158e+00
   5.75119781e+00  8.61966705e+00]
 [-3.77572052e+02  3.11546631e+01 -4.81072426e+00 ...  1.87720582e-01
   5.68328857e+00 -1.29756021e+00]
 ...
 [-5.95851624e+02  1.00053162e+02  5.11844635e+01 ... -2.39658833e+00
   5.54077911e+00  1.22791739e+01]
 [-6.25785767e+02  9.16020813e+01  3.02718201e+01 ... -4.55868387e+00
   9.29551888e+00 -7.50067806e+00]
 [-5.98064819e+02  9.11385651e+01  2.98684292e+01 ...  7.39836407e+00
  -5.19977236e+00 -3.29709172e+00]]"
data\BWC\BWC\wav\arctic_a0413.wav,But I am at the end of my resources,"[[-6.10035583e+02  1.20881973e+02  2.54319935e+01 ... -5.01380563e-01
  -7.90245414e-01 -6.95021248e+00]
 [-6.13409607e+02  1.31695938e+02  3.54611320e+01 ...  3.08947778e+00
   1.24376659e+01  3.94625759e+00]
 [-6.07529724e+02  1.33753021e+02  4.30169907e+01 ... -2.38737321e+00
   1.83589478e+01  1.52200146e+01]
 ...
 [-5.50150024e+02  1.11223488e+02  2.02134399e+01 ... -4.06852674e+00
  -4.55823803e+00 -1.79583740e+00]
 [-5.58078369e+02  1.09950165e+02  2.24759369e+01 ...  5.24500465e+00
   1.18478708e+01  2.09322715e+00]
 [-5.73385193e+02  9.96420135e+01  1.37526207e+01 ...  8.95119572e+00
  -6.49505520e+00 -4.22365713e+00]]"
data\BWC\BWC\wav\arctic_a0414.wav,Now our figuring was all right,"[[-6.4309961e+02  1.2322586e+02  3.6166649e+01 ...  6.3464293e+00
   8.6305799e+00  6.6063447e+00]
 [-6.2456122e+02  1.2270619e+02  4.2592495e+01 ...  1.6505009e+01
   8.9348507e+00 -3.4089856e+00]
 [-6.0869324e+02  1.1907461e+02  4.1691315e+01 ...  1.4747343e+01
  -5.5900536e+00 -1.8406389e+00]
 ...
 [-6.1496863e+02  1.2246565e+02  2.6876263e+01 ... -2.3759671e-02
   4.2488909e-01  4.1835356e+00]
 [-6.0844543e+02  1.3025964e+02  2.5685947e+01 ...  9.1094418e+00
   1.3547318e+00 -7.3510987e-01]
 [-5.3410779e+02  1.0046153e+02  2.2016739e+01 ...  3.6935430e+00
   3.9342031e+00  6.6309524e+00]]"
data\BWC\BWC\wav\arctic_a0415.wav,It lasted as a deterrent for two days,"[[-649.1922      112.39885      35.20468    ...    9.434248
    12.277391     -4.6739836 ]
 [-615.8001      119.40208      42.86       ...   13.16873
     1.7828443     1.2837391 ]
 [-610.321       111.227325     42.313663   ...    3.3415504
   -13.470854     -7.7660494 ]
 ...
 [-598.4509      103.25369      48.630314   ...   -0.88190424
     9.426098     14.104305  ]
 [-593.22144     119.91954      40.950775   ...   -1.5599821
    -7.5130086     5.857852  ]
 [-586.64795     112.78902      37.875694   ...   -4.5214505
    -2.6197696     5.648781  ]]"
data\BWC\BWC\wav\arctic_a0416.wav,The added weight had a velocity of fifteen miles per hour,"[[-5.48554382e+02  1.09252480e+02  5.13359928e+00 ... -3.01051164e+00
  -6.24057055e-01 -4.46197319e+00]
 [-6.18078247e+02  1.31973541e+02  4.33595581e+01 ... -4.44805503e-01
   8.99457169e+00  2.60834885e+00]
 [-6.26988708e+02  1.15198944e+02  4.03364639e+01 ...  9.77179813e+00
   5.84158325e+00 -6.65575695e+00]
 ...
 [-6.02012146e+02  1.27614395e+02  1.89765358e+01 ... -1.69854507e+01
  -8.22697258e+00  2.60890293e+00]
 [-6.07034851e+02  1.25494949e+02  2.64997597e+01 ...  3.78142905e+00
  -2.74964643e+00 -6.88460016e+00]
 [-6.25179321e+02  1.13744827e+02  3.08253174e+01 ...  1.69947314e+00
   7.26933002e-01  3.14238691e+00]]"
